update,timesteps,episodes,mean_reward,mean_score,mean_stage,mean_length,policy_loss,value_loss,entropy,learning_rate,explained_var,mean_start_stage,start_stage_t1_frac,start_stage_t2_frac,start_stage_t3_frac,start_stage_t4_frac,eval_mean_reward,eval_mean_score,eval_mean_max_stage,eval_mean_length,eval_over_max_rate
2202,9019392,1,76820.37726200993,45030.29437922079,7.0,5536.0,-0.0003362851957717794,15329.370993614197,0.9196160978171974,6.4660039680000004e-06,0.96569145,1.0,1.0,0.0,0.0,0.0,,,,,
2203,9023488,1,76820.37726200993,45030.29437922079,7.0,5536.0,-0.0002525785857869778,15157.230132102966,0.8930397604126483,6.464398336000001e-06,0.97693104,1.0,1.0,0.0,0.0,0.0,,,,,
2204,9027584,2,129475.10591524938,73995.8385664296,9.0,7740.0,-0.00014351573463500245,30378.16696214676,0.8178828526288271,6.462792704000001e-06,0.9748769,1.0,1.0,0.0,0.0,0.0,,,,,
2205,9031680,2,129475.10591524938,73995.8385664296,9.0,7740.0,-0.00029468346110661514,14372.678617715836,0.8361613367451355,6.461187072000001e-06,0.960154,1.0,1.0,0.0,0.0,0.0,,,,,
2206,9035776,3,135102.36271162122,76816.92297220528,9.333333333333334,7842.333333333333,-0.00021810121961607365,25649.675940036774,0.7806513144169003,6.45958144e-06,0.9762524,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,,,,,
2207,9039872,4,127221.84395668113,71874.70481709464,10.25,6881.5,-0.00021681867474399041,56580.15144491196,0.8297587395645678,6.457975808e-06,0.9697734,3.5,0.5,0.25,0.0,0.25,,,,,
2208,9043968,5,106176.5663121511,60099.46261322056,9.6,5807.2,-0.0013655025950356503,8688.366986632347,0.9323016019770876,6.456370176e-06,0.952427,4.0,0.4,0.2,0.0,0.4,,,,,
2209,9048064,8,80998.58370326483,46116.9493289557,10.125,4531.5,-6.52032531434088e-05,84423.60816955566,0.8550397814251482,6.4547645440000006e-06,0.8567959,5.875,0.25,0.25,0.0,0.5,,,,,
2210,9052160,8,80998.58370326483,46116.9493289557,10.125,4531.5,-0.0004918156691928743,10111.504933834076,0.8268548346823081,6.453158912e-06,0.9347873,5.875,0.25,0.25,0.0,0.5,,,,,
2211,9056256,9,78622.1947022904,44975.43699970364,9.666666666666666,4572.0,-0.00034210016201541293,15328.126366615295,0.8218235332751647,6.451553280000001e-06,0.9758194,5.333333333333333,0.3333333333333333,0.2222222222222222,0.0,0.4444444444444444,,,,,
2212,9060352,10,84692.51668047212,48328.00330047193,9.8,4775.3,-0.00013926714382250793,40530.858404159546,0.7829036589246243,6.449947648000001e-06,0.9708767,5.3,0.3,0.2,0.1,0.4,,,,,
2213,9064448,11,86068.51144704357,48984.449980447585,10.090909090909092,4688.0,-0.00011828455353679601,47752.03428411484,0.7830215985886753,6.4483420160000005e-06,0.9692886,5.7272727272727275,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.45454545454545453,,,,,
2214,9068544,12,84123.68977120944,47950.309943473876,9.916666666666666,4610.5,-0.00018455109420756344,21204.420706272125,0.8810875157359987,6.446736384e-06,0.92784876,5.666666666666667,0.25,0.16666666666666666,0.16666666666666666,0.4166666666666667,,,,,
2215,9072640,13,80752.83593351656,46092.02628901606,9.538461538461538,4510.461538461538,-0.00019438788422121434,16340.372027397156,0.8127201731549576,6.445130752e-06,0.9605624,5.384615384615385,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.38461538461538464,,,,,
2216,9076736,13,80752.83593351656,46092.02628901606,9.538461538461538,4510.461538461538,-0.00014893050138198305,27920.739558696747,0.7961366552626714,6.44352512e-06,0.9785728,5.384615384615385,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.38461538461538464,,,,,
2217,9080832,14,92787.81209566393,52635.90414488843,9.857142857142858,4920.428571428572,-7.955644196044886e-05,139455.26263332367,0.8529029556084424,6.441919488e-06,0.9513503,5.357142857142857,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.35714285714285715,,,,,
2218,9084928,14,92787.81209566393,52635.90414488843,9.857142857142858,4920.428571428572,-0.000250151217187522,13043.416949272156,0.8662651726044714,6.440313856000001e-06,0.9712717,5.357142857142857,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.35714285714285715,,,,,
2219,9089024,15,95499.38040135268,54170.82264556851,9.866666666666667,5053.466666666666,-0.0001360152273264248,40904.455857753754,0.8203973090276122,6.438708224000001e-06,0.9741189,5.2,0.2,0.26666666666666666,0.2,0.3333333333333333,,,,,
2220,9093120,15,95499.38040135268,54170.82264556851,9.866666666666667,5053.466666666666,-0.0002070224491035333,47597.12845039368,0.8370952206896618,6.437102592000001e-06,0.964186,5.2,0.2,0.26666666666666666,0.2,0.3333333333333333,,,,,
2221,9097216,17,98339.52183074215,55716.52591258202,10.235294117647058,4990.764705882353,-0.0001528604407212697,191453.3523492813,0.8057656277669594,6.4354969600000005e-06,0.95104015,5.647058823529412,0.17647058823529413,0.23529411764705882,0.17647058823529413,0.4117647058823529,,,,,
2222,9101312,17,98339.52183074215,55716.52591258202,10.235294117647058,4990.764705882353,-0.0009938512230291963,6615.570779085159,0.8041784086963162,6.433891328e-06,0.9748509,5.647058823529412,0.17647058823529413,0.23529411764705882,0.17647058823529413,0.4117647058823529,,,,,
2223,9105408,18,99906.9371358545,56614.67278969879,10.166666666666666,5146.777777777777,-0.00020441073047550162,38077.26902580261,0.8304301300086081,6.432285696e-06,0.9451747,5.388888888888889,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.3888888888888889,,,,,
2224,9109504,20,91437.80886720322,51954.98468795619,9.8,4759.6,-0.0002017240331042558,22993.04824066162,0.8587489114142954,6.430680064000001e-06,0.5939597,5.45,0.2,0.2,0.2,0.4,,,,,
2225,9113600,20,91437.80886720322,51954.98468795619,9.8,4759.6,-0.0007009583723629476,26348.56714963913,0.8044394610915333,6.429074432e-06,0.95298964,5.45,0.2,0.2,0.2,0.4,106761.40942271474,60331.26621818731,10.3,5377.133333333333,0.43333333333333335
2226,9117696,21,94593.64403551875,53633.11022103948,9.80952380952381,4967.857142857143,-0.00040152126530301757,16517.625101327896,0.8274225388886407,6.427468800000001e-06,0.9674348,5.238095238095238,0.23809523809523808,0.19047619047619047,0.19047619047619047,0.38095238095238093,,,,,
2227,9121792,21,94593.64403551875,53633.11022103948,9.80952380952381,4967.857142857143,-0.0003284325957793044,16022.270873069763,0.8107692411867902,6.425863168000001e-06,0.96621615,5.238095238095238,0.23809523809523808,0.19047619047619047,0.19047619047619047,0.38095238095238093,,,,,
2228,9125888,22,96780.89117486548,54893.553779081296,9.818181818181818,5094.909090909091,-0.000387754267649143,16238.520197629929,0.8619446338852867,6.424257536000001e-06,0.978384,5.090909090909091,0.22727272727272727,0.22727272727272727,0.18181818181818182,0.36363636363636365,,,,,
2229,9129984,22,96780.89117486548,54893.553779081296,9.818181818181818,5094.909090909091,-0.0005090798276796704,9818.653548240662,0.886740472051315,6.422651904e-06,0.97731096,5.090909090909091,0.22727272727272727,0.22727272727272727,0.18181818181818182,0.36363636363636365,,,,,
2230,9134080,23,98196.39878094947,55656.53724360848,9.782608695652174,5220.391304347826,-0.0001419985910615651,21776.673503398895,0.8614401493687183,6.421046272e-06,0.9752902,4.913043478260869,0.2608695652173913,0.21739130434782608,0.17391304347826086,0.34782608695652173,,,,,
2231,9138176,23,98196.39878094947,55656.53724360848,9.782608695652174,5220.391304347826,-0.0001342116120213177,115418.65699291229,0.8230245270533487,6.41944064e-06,0.9760785,4.913043478260869,0.2608695652173913,0.21739130434782608,0.17391304347826086,0.34782608695652173,,,,,
2232,9142272,24,107228.51080315874,60480.15045926501,10.083333333333334,5438.833333333333,-0.00022450025880971225,430399.7033004761,0.8343721148557961,6.417835008e-06,0.9387917,5.041666666666667,0.25,0.20833333333333334,0.16666666666666666,0.375,,,,,
2233,9146368,24,107228.51080315874,60480.15045926501,10.083333333333334,5438.833333333333,-0.0007061531077852123,10115.364996433258,0.8765515474369749,6.416229376e-06,0.95226306,5.041666666666667,0.25,0.20833333333333334,0.16666666666666666,0.375,,,,,
